bit_length,total_bits,random_multiplier,lhs1_projection_ell,rhs_projection_ell
96,231,76732976445639880506903580985,33540976747774068259281088755172252331101399890266566607722341217280875585536,31858135347607325289745234506124384878380483983161318550953854829059632592406
97,232,91405870101434576023055892430,38523831222478079388237724138129773913757151723117258479987894438201271395478,69304067959640902507461028346338277186500541029170180014804871414848459869095
93,228,9729654703508285714109600695,101370175402108075953198268863066015407594477109434458782378447839914928311165,63773876140662903447020060000381060476550446647539643444921101568147422459003
94,229,11717756698650546870325945281,28591010187344220912500204640773348942402282307211983346603039851704112424354,55691701879490803828963438823700042320108255048940291741895733552437862062533
95,230,34161536291843574333748891454,25880055976746408207136333136147832289311831412319096351208735116857864480724,47041614205530692834254317379081079159073968649175486212196778094656905652204
96,231,57258029903383819408612933636,66650243090499159652353982410018310019836427418848948605831594568271778856835,67892535695361561996848190894632017248102726294424998241167666872631521692151
97,232,99680915756195899055902046078,102836806788561153085269680899185202419791051855022257699124551734842591075331,67039311710997465067679603458560800621943631416208845774097246094060604585235
93,228,8669769055936291995152640142,90702961435875057408477319933960113102437593240603102430894375542407435430741,109664499043052861641050426607450148034407817394425111897933057937265304904498
94,229,12455574733886167882832054803,37607239999187837227447149726781866853049006312889125443541541179707746858697,113558207769980084654197985080361616590430890559767818856808294163671242749263
95,230,27018640859944451029249103680,15894826463644124125482637629397182384991729665641770362879575373555706946895,88884401337043731310718242255273412368480922809288368326803556689270088444361
96,231,70425401288406672814548748754,109187187876098714833525401970378480341379484627670845987979133672178391490061,97629167122087233653166661890113190919436725197034076431152491738509226575156
97,232,121832460164346013336649228093,72204052286560159416806126679607140479737910395822177224055930767385183942479,115576440127885043468320496910902147077374228840500241379327434491162501074572
93,228,5562209107260625255983797933,70983073642858306679730643818717156289139838146163161358303394087849835661885,113239902526491504986147028183100773194826746138742851501607490682127247945546
94,229,13418594480607350622358685595,36190383680373094283565946878653016402724136085005952296111902437012156840423,14064574452697605889804117439507143787862945768925153908563220849482765417197
95,230,29696930841168041991139935830,37542548446109872903430276380666013910907960706345707398477016692519552224347,86720250520109473679774642556599209415679274720348467661067653586182290997
96,231,46673168962831357118924113178,50200625545144444087285390321319077394081697915698521123909595719609139000052,35765686632025252445963949941449518059604949732327292436780868306833091003554
97,232,86233122883308538858205253735,73610094692252840618519744584959336928395966061314348534751884004863621893323,46562688883651960567958032872530737663118388441205975383604503528097072309008
93,228,9570404929649311378768121247,58094504873590067673724194426666703553906753976082225422882515945127362601955,79397721926299330236223931934995658474723415771796445534522655635287578319262
94,229,12036846423984462434131631742,11899538071456120167067170687859311162585106585574583988653342401595722015241,11271980570429917552027690481853926286983154697082212506154473046275720100572
95,230,27875858954699344001195862424,83184096599912185969293376249408132876483622101799633126897988434911556166931,61146607689730096166843082634102053237644386817452764856939305129556179131666
96,231,77693841968916940381696711296,23426875470380317445350756564378243795660186154712398716744187505264263694808,7598130351027322353671161748713381512087629016741240700464744627102957995320
97,232,94906377274245432596293376228,90269921382166178712525042290909590430624953781712145792051893801053041304120,18623811571808928635595093523444510941883813975008184888725767508973381179915
93,228,9253881829089321427492082419,61132512089457606886807563658503883908977576505901600579795634412946322125847,25612392507871555899705601943120159997189937720009515430732934002729092592538
94,229,19250808406755879405816780371,18532282603830295961013129293633599887725165493994073793334014957934147400552,54800938006376574853947408153013387074167749213848902453950424012199228680675
95,230,29106013842842295700651998367,18027887496798447009408670753491477718299168573666112651168762965186863979548,35292290876849717353624223998851282812110747245633044690223073593816442344707
96,231,56870093399962744674720630353,108566744302523885749142944132522924462272818616465190018305370484379844471553,115220325988465189953520018886773520291266366035110459740869536806240485285107
97,232,93526681964829442038239144970,776936644172613175259869373804285665614813855542105001917541374453274070297,30647283342170211491980988969563637390581892008002395596321951807227734548174
93,228,6666253206619327685663341482,106451616084479320424450534687118628548867564813227683951771575354892631048268,100349448913937547741572111752438613545059451444605421691483717193314891126964
94,229,10341812817771980126349375928,99903062360501019802387185255846735241485492124470870368168198574719909276618,96569167215421630346747186098178617309854598401487146106758642340567139512450
95,230,29207997681806850048187439174,20570139964964588937027889106628544794855145527757620242646924873168839230308,20935640617900727684452740493349598379355098370153177117494594323172283773669
96,231,74292502409666490603802737634,64035145634678016944912482815432292802720483642105979011803837959827261398142,54229953855503770105035479828070623858137004575275425346989291567240668755357
97,232,144114363516619496814325329761,71304397535231522123494828401265128638440196602665256265560267689298973683064,36957534112870908509384667065243690786262823650788895085174394958102652662246
